,Bedrooms,Capacity,Id,Price,Property_Type,Review_Count,Room_Type,Star_Rating
6,0.0,1,12025428,50,Apartment,1,Entire home/apt,0.0
7,1.0,2,7437832,69,House,32,Private room,5.0
8,1.0,1,11302399,70,Apartment,3,Private room,3.5
9,1.0,3,5720005,125,House,23,Private room,5.0
10,1.0,3,9151316,95,House,27,Entire home/apt,5.0
11,1.0,2,1356861,120,Apartment,191,Entire home/apt,5.0
12,0.0,2,10335391,125,Loft,3,Entire home/apt,4.5
13,1.0,2,1228919,85,Loft,114,Private room,4.5
14,1.0,1,8419146,60,House,15,Private room,5.0
15,1.0,2,1641034,98,Apartment,84,Entire home/apt,5.0
16,1.0,2,3219305,90,House,137,Entire home/apt,5.0
17,0.0,2,9971598,120,Apartment,3,Entire home/apt,4.5
