,Bedrooms,Capacity,Price,Review_Count,Room_Type,Star_Rating,Avg_Price,log_Price,log_Avg_Price,log_Review_Count,Has_Star_Rating,City_NY,City_SF
1,0.0,2,89,1,2,0.0,97.5573770492,4.48863636973,4.46457590193,0.0,0,1.0,0.0
2,2.0,4,75,3,2,5.0,97.5573770492,4.31748811354,4.46457590193,1.09861228867,1,1.0,0.0
3,1.0,2,52,13,1,5.0,97.5573770492,3.95124371858,4.46457590193,2.56494935746,1,1.0,0.0
4,0.0,3,115,5,2,4.5,97.5573770492,4.74493212836,4.46457590193,1.60943791243,1,1.0,0.0
5,1.0,1,48,41,1,5.0,97.5573770492,3.87120101091,4.46457590193,3.7135720667,1,1.0,0.0
6,1.0,2,47,17,1,4.5,97.5573770492,3.85014760171,4.46457590193,2.83321334406,1,1.0,0.0
7,1.0,1,45,5,1,4.5,97.5573770492,3.80666248977,4.46457590193,1.60943791243,1,1.0,0.0
8,0.0,2,67,15,2,5.0,97.5573770492,4.20469261939,4.46457590193,2.7080502011,1,1.0,0.0
9,0.0,2,145,0,2,0.0,97.5573770492,4.97673374242,4.46457590193,0.0,0,1.0,0.0
10,1.0,1,90,20,1,5.0,97.5573770492,4.49980967033,4.46457590193,2.99573227355,1,1.0,0.0
11,0.0,2,185,10,2,5.0,97.5573770492,5.22035582508,4.46457590193,2.30258509299,1,1.0,0.0
12,1.0,1,60,4,1,4.5,97.5573770492,4.09434456222,4.46457590193,1.38629436112,1,1.0,0.0
13,2.0,2,65,1,2,0.0,97.5573770492,4.1743872699,4.46457590193,0.0,0,1.0,0.0
14,1.0,1,65,2,1,0.0,97.5573770492,4.1743872699,4.46457590193,0.69314718056,0,1.0,0.0
15,1.0,3,139,88,2,4.5,97.5573770492,4.93447393313,4.46457590193,4.47733681448,1,1.0,0.0
16,1.0,2,58,94,1,5.0,97.5573770492,4.06044301055,4.46457590193,4.54329478227,1,1.0,0.0
17,1.0,1,69,22,1,4.5,97.5573770492,4.2341065046,4.46457590193,3.09104245336,1,1.0,0.0
0,1.0,3,175,11,2,5.0,97.5573770492,5.16478597392,4.46457590193,2.3978952728,1,1.0,0.0
1,1.0,2,63,4,1,4.5,97.5573770492,4.14313472639,4.46457590193,1.38629436112,1,1.0,0.0
2,1.0,1,85,1,1,0.0,97.5573770492,4.44265125649,4.46457590193,0.0,0,1.0,0.0
3,1.0,2,85,0,2,0.0,97.5573770492,4.44265125649,4.46457590193,0.0,0,1.0,0.0
4,2.0,3,150,3,2,4.5,97.5573770492,5.0106352941,4.46457590193,1.09861228867,1,1.0,0.0
5,1.0,2,48,5,1,5.0,97.5573770492,3.87120101091,4.46457590193,1.60943791243,1,1.0,0.0
6,0.0,3,65,16,2,4.5,97.5573770492,4.1743872699,4.46457590193,2.77258872224,1,1.0,0.0
