,Bedrooms,Capacity,Id,Price,Property_Type,Review_Count,Room_Type,Star_Rating
17,1,4,12088888,304,Apartment,0,Entire home/apt,0.0
0,1,1,11549676,40,Apartment,0,Private room,0.0
1,1,2,10088464,65,Apartment,4,Private room,4.5
2,1,2,9049582,80,Apartment,10,Shared room,5.0
3,1,1,10906805,28,Apartment,5,Private room,5.0
4,1,1,11376516,45,Apartment,4,Private room,5.0
5,1,4,12037554,45,Apartment,3,Entire home/apt,4.5
6,1,2,4750486,75,Apartment,70,Private room,4.5
7,1,2,10644596,95,Apartment,5,Entire home/apt,5.0
8,1,2,8436207,59,House,41,Private room,5.0
9,0,2,9273020,235,Apartment,5,Entire home/apt,5.0
10,1,2,11861349,100,Apartment,2,Private room,0.0
11,0,2,7647530,95,Townhouse,15,Entire home/apt,5.0
12,1,3,1335958,170,Apartment,24,Entire home/apt,4.5
13,1,4,10631553,100,Apartment,2,Entire home/apt,0.0
14,0,2,6105581,170,Apartment,11,Entire home/apt,4.5
15,1,2,2626563,47,Apartment,12,Private room,5.0
16,1,2,12072069,98,Apartment,0,Entire home/apt,0.0
17,1,2,7053496,70,Apartment,35,Private room,4.5
0,1,1,11299753,40,Apartment,3,Private room,5.0
1,1,2,11418938,90,Apartment,6,Private room,4.5
2,1,2,6317673,130,Apartment,17,Entire home/apt,5.0
3,1,2,10544239,110,Apartment,6,Private room,5.0
4,0,4,5926854,165,Apartment,11,Entire home/apt,5.0
5,1,2,6727655,119,Apartment,7,Private room,4.5
6,1,1,8894773,42,Apartment,20,Private room,5.0
7,1,1,8364692,65,Apartment,11,Private room,5.0
8,1,2,811299,118,Apartment,29,Entire home/apt,5.0
9,1,1,11710235,50,Apartment,0,Private room,0.0
10,1,1,12043534,50,Apartment,0,Private room,0.0
11,1,2,11342866,90,Apartment,2,Entire home/apt,0.0
12,0,2,9394266,100,Apartment,17,Entire home/apt,4.5
13,1,4,12054152,70,Apartment,0,Entire home/apt,0.0
14,1,3,11192388,99,Townhouse,0,Private room,0.0
15,1,2,11925501,70,Apartment,0,Private room,0.0
16,1,2,9824154,100,Apartment,5,Entire home/apt,4.5
17,1,2,11875118,150,Apartment,2,Private room,0.0
0,1,1,11376516,45,Apartment,4,Private room,5.0
1,1,2,10886453,50,Apartment,2,Private room,0.0
2,1,4,12037554,45,Apartment,3,Entire home/apt,4.5
3,1,2,4750486,75,Apartment,70,Private room,4.5
4,1,3,4649627,135,House,15,Private room,5.0
5,1,2,10644596,95,Apartment,5,Entire home/apt,5.0
6,1,2,8436207,59,House,41,Private room,5.0
7,1,2,9612419,129,Apartment,14,Private room,5.0
8,0,2,9273020,235,Apartment,5,Entire home/apt,5.0
9,1,2,6499447,120,Apartment,9,Entire home/apt,5.0
10,1,1,9548191,40,Apartment,5,Shared room,5.0
11,1,2,11861349,100,Apartment,2,Private room,0.0
12,1,2,9063139,100,Apartment,3,Private room,5.0
13,1,2,8350683,169,Apartment,5,Entire home/apt,5.0
14,0,2,7647530,95,Townhouse,15,Entire home/apt,5.0
15,1,4,10631553,100,Apartment,2,Entire home/apt,0.0
16,1,1,2686412,52,Apartment,30,Private room,4.5
17,0,2,11136050,64,Apartment,1,Entire home/apt,0.0
0,1,1,8193625,39,Apartment,13,Private room,4.5
1,0,2,9261033,89,Apartment,1,Entire home/apt,0.0
2,2,4,9967218,75,Apartment,3,Entire home/apt,5.0
3,1,2,9414317,52,Apartment,13,Private room,5.0
4,0,3,9163561,115,Apartment,5,Entire home/apt,4.5
5,1,1,4639179,48,Apartment,41,Private room,5.0
6,1,2,8688748,47,Apartment,17,Private room,4.5
7,1,1,2254428,45,Apartment,5,Private room,4.5
8,0,2,1717499,67,Apartment,15,Entire home/apt,5.0
9,0,2,5469076,145,Apartment,0,Entire home/apt,0.0
10,1,1,4564695,90,Apartment,20,Private room,5.0
11,0,2,2250401,185,Apartment,10,Entire home/apt,5.0
12,1,1,9390698,60,Apartment,4,Private room,4.5
13,2,2,11523719,65,Apartment,1,Entire home/apt,0.0
14,1,1,10820690,65,Apartment,2,Private room,0.0
15,1,3,3156460,139,Apartment,88,Entire home/apt,4.5
16,1,2,2061725,58,Apartment,94,Private room,5.0
17,1,1,10135523,69,Other,22,Private room,4.5
0,1,3,2114556,175,Apartment,11,Entire home/apt,5.0
1,1,2,11736803,63,Apartment,4,Private room,4.5
2,1,1,6208855,85,Apartment,1,Private room,0.0
3,1,2,11751006,85,Apartment,0,Entire home/apt,0.0
4,2,3,6895727,150,Loft,3,Entire home/apt,4.5
5,1,2,5496999,48,Apartment,5,Private room,5.0
6,0,3,8504788,65,Apartment,16,Entire home/apt,4.5
7,1,2,12035657,100,Apartment,0,Private room,0.0
8,1,1,1294894,40,Apartment,44,Private room,5.0
9,1,4,9089306,135,Apartment,10,Entire home/apt,4.5
10,1,1,8193625,39,Apartment,13,Private room,4.5
11,1,2,4758046,60,Apartment,5,Private room,5.0
12,1,1,11544438,65,Apartment,3,Private room,4.0
13,1,2,9678389,65,Apartment,0,Private room,0.0
14,0,2,9261033,89,Apartment,1,Entire home/apt,0.0
15,2,4,9967218,75,Apartment,3,Entire home/apt,5.0
16,1,2,9414317,52,Apartment,13,Private room,5.0
17,0,3,9163561,115,Apartment,5,Entire home/apt,4.5
0,1,2,11710603,70,Apartment,0,Private room,0.0
1,1,2,8799559,95,Bed & Breakfast,28,Private room,4.5
2,1,2,3311412,65,Apartment,128,Private room,5.0
3,0,2,9330797,106,Apartment,2,Entire home/apt,0.0
4,1,2,4257249,95,Apartment,132,Private room,4.5
5,1,2,11971078,190,Apartment,0,Entire home/apt,0.0
6,1,1,1806994,89,Apartment,98,Private room,4.5
7,1,4,11753199,85,Apartment,1,Private room,0.0
8,1,4,7072541,165,Townhouse,10,Entire home/apt,4.5
9,1,2,2897471,75,Apartment,23,Private room,4.5
10,1,2,10135896,125,Apartment,10,Private room,5.0
11,1,2,6822443,71,House,14,Private room,4.0
12,0,5,10670422,102,Apartment,12,Entire home/apt,5.0
13,1,2,4257685,84,Apartment,29,Private room,5.0
14,1,2,9576155,39,Apartment,32,Private room,4.5
15,1,2,8212592,170,Apartment,3,Entire home/apt,4.5
16,1,3,3156460,139,Apartment,88,Entire home/apt,4.5
17,1,2,2142130,224,Apartment,7,Entire home/apt,5.0
0,0,2,7068230,130,Apartment,11,Entire home/apt,5.0
1,1,2,11587779,79,Apartment,2,Private room,0.0
